"pmcid";"pmid";"doi";"file_path_PMC";"pdf_file_path_PMC";"year";"type";"ISSN";"eISSN";"FoR_col";"FoR";"FoR_category";"approp";"bar";"bardot";"box";"dot";"flowno";"flowyes";"hist";"other";"pie";"text";"violin";"pdf_downloaded"
"PMC6397326";"30915212";"10.1302/2046-3758.82.BJR-2018-0146.R1";"oa_package/34/b7/PMC6397326.tar.gz";NA;"2019";"research-article";NA;"2046-3758";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC3921077";"24526835";"10.4137/GRSB.S13612";"oa_package/4a/c2/PMC3921077.tar.gz";NA;"2014";"research-article";NA;"1177-6250";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"8";"0";TRUE
"PMC5874812";"27074472";"10.1120/jacmp.v17i2.5907";"oa_package/52/b5/PMC5874812.tar.gz";NA;"2016";"research-article";NA;"1526-9914";"FoR_1";"1116";"1116 - Medical Physiology";"1";"0";"0";"0";"0";"1";"0";"1";"5";"0";"5";"0";TRUE
"PMC4132703";"25030904";"10.1093/nar/gku521";"oa_package/e3/77/PMC4132703.tar.gz";NA;"2014";"research-article";"0305-1048";"1362-4962";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"8";"0";TRUE
"PMC5451132";"28562643";"10.1371/journal.pone.0178547";"oa_package/2e/4c/PMC5451132.tar.gz";NA;"2017";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"3";"0";"1";"0";"1";"0";"0";"0";"0";"12";"0";TRUE
"PMC5976225";"29739915";"10.1161/STROKEAHA.117.018825";"oa_package/a0/1c/PMC5976225.tar.gz";"oa_pdf/a0/1c/str-49-1464.PMC5976225.pdf";"2018";"research-article";"0039-2499";"1524-4628";"FoR_2";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"4";"0";TRUE
"PMC5907706";"29673317";"10.1186/s12886-018-0746-x";"oa_package/09/67/PMC5907706.tar.gz";NA;"2018";"research-article";NA;"1471-2415";"FoR_1";"1113";"1113 - Ophthalmology and Optometry";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"0";TRUE
"PMC3251319";"22403479";"10.3767/003158511X617381";"oa_package/cf/14/PMC3251319.tar.gz";"oa_pdf/cf/14/per-27-90.PMC3251319.pdf";"2011";"research-article";"0031-5850";"1878-9080";"FoR_1";"0603";"0603 - Evolutionary Biology";"0";"0";"0";"0";"0";"1";"0";"0";"21";"0";"8";"0";TRUE
"PMC5294730";"28166806";"10.1186/s13063-016-1772-8";"oa_package/61/42/PMC5294730.tar.gz";NA;"2017";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC7085323";"32210501";"10.5455/aim.2019.27.333-340";"oa_package/f0/a4/PMC7085323.tar.gz";"oa_pdf/f0/a4/AIM-27-333.PMC7085323.pdf";"2019";"research-article";"0353-8109";"1986-5988";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"4";"0";TRUE
"PMC3379789";"22533900";"10.1080/03630242.2012.662935";"oa_package/34/5e/PMC3379789.tar.gz";NA;"2012";"research-article";"0363-0242";"1541-0331";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"23";"0";TRUE
"PMC6312195";"30224803";"10.1038/s41593-018-0233-y";"oa_package/d3/ce/PMC6312195.tar.gz";NA;"2018";"research-article";"1097-6256";"1546-1726";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"3";"0";"4";"0";"0";"25";"0";TRUE
"PMC4423483";"25927495";"10.1186/s12885-015-1320-z";"oa_package/70/55/PMC4423483.tar.gz";NA;"2015";"research-article";NA;"1471-2407";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"11";"0";TRUE
"PMC7258607";"32472454";"10.1007/s12094-020-02399-3";"oa_package/11/03/PMC7258607.tar.gz";NA;"2020";"research-article";"1699-048X";"1699-3055";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC3461232";"22306810";"10.1038/nmeth.1871";"oa_package/31/74/PMC3461232.tar.gz";NA;"2012";"research-article";"1548-7091";"1548-7105";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC5085884";"27124788";"10.1038/gim.2016.40";"oa_package/47/f2/PMC5085884.tar.gz";"oa_pdf/47/f2/gim201640a.PMC5085884.pdf";"2016";"research-article";"1098-3600";"1530-0366";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC6321485";"30513870";"10.3390/ijms19123843";"oa_package/8d/30/PMC6321485.tar.gz";NA;"2018";"research-article";NA;"1422-0067";"FoR_1";"0604";"0604 - Genetics";"0";"6";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC5397373";"27759063";"10.1038/ejcn.2016.178";"oa_package/1d/30/PMC5397373.tar.gz";NA;"2017";"research-article";"0954-3007";"1476-5640";"FoR_2";"1111";"1111 - Nutrition and Dietetics";"2";"0";"0";"0";"0";"3";"0";"0";"0";"0";"5";"0";TRUE
"PMC3986915";"24670002";"10.1186/1756-0500-7-177";"oa_package/92/4a/PMC3986915.tar.gz";NA;"2014";"research-article";NA;"1756-0500";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC3059275";"21356082";"10.1186/1745-6215-12-60";"oa_package/7f/ea/PMC3059275.tar.gz";NA;"2011";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC3720874";"23894403";"10.1371/journal.pone.0069036";"oa_package/04/43/PMC3720874.tar.gz";NA;"2013";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"1";"2";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC5260523";"28149399";"10.1515/hukin-2015-0199";"oa_package/af/6e/PMC5260523.tar.gz";NA;"2016";"research-article";"1640-5544";"1899-7562";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"7";"0";TRUE
"PMC3112396";"21609480";"10.1186/1472-6963-11-122";"oa_package/df/a9/PMC3112396.tar.gz";NA;"2011";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC6294583";"30412486";"10.3233/JAD-180416";"oa_package/aa/c3/PMC6294583.tar.gz";"oa_pdf/aa/c3/jad-66-jad180416.PMC6294583.pdf";"2018";"research-article";"1387-2877";"1875-8908";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"9";"0";TRUE
"PMC4971655";"27484497";"10.1186/s12904-016-0145-0";"oa_package/65/47/PMC4971655.tar.gz";NA;"2016";"research-article";NA;"1472-684X";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC3034044";"20814896";"10.1002/hep.23879";"oa_package/af/96/PMC3034044.tar.gz";NA;"2010";"research-article";"0270-9139";"1527-3350";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"6";"0";TRUE
"PMC7850091";"33543146";"10.1093/noajnl/vdaa173";"oa_package/d9/0b/PMC7850091.tar.gz";NA;"2020";"research-article";NA;"2632-2498";"FoR_1";NA;NA;"0";"0";"0";"1";"0";"1";"0";"0";"4";"0";"5";"0";TRUE
"PMC4488838";"26175894";"10.1038/cti.2015.6";"oa_package/48/a6/PMC4488838.tar.gz";NA;"2015";"research-article";NA;"2050-0068";"FoR_2";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"3";"0";"0";"2";"1";"0";"0";"1";"1";"7";"0";TRUE
"PMC2819482";"20016982";"10.1007/s00267-009-9412-7";"oa_package/33/b4/PMC2819482.tar.gz";"oa_pdf/33/b4/267_2009_Article_9412.PMC2819482.pdf";"2010";"research-article";"0364-152X";"1432-1009";"FoR_1";"MD";"MD - Multidisciplinary";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"9";"0";TRUE
"PMC7196482";"31816622";"10.1038/s41390-019-0716-x";"oa_package/d4/4c/PMC7196482.tar.gz";NA;"2020";"research-article";"0031-3998";"1530-0447";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"1";"3";"0";"0";"0";"1";"0";"0";"0";"0";"12";"0";TRUE
"PMC8159838";"32936440";"10.1007/s40279-020-01343-3";"oa_package/27/73/PMC8159838.tar.gz";NA;"2020";"research-article";"0112-1642";"1179-2035";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"6";"0";TRUE
"PMC3655885";"23497301";"10.1186/1472-6963-13-89";"oa_package/6b/36/PMC3655885.tar.gz";NA;"2013";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC6398245";"30832609";"10.1186/s12877-019-1088-0";"oa_package/db/2d/PMC6398245.tar.gz";NA;"2019";"research-article";NA;"1471-2318";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"9";"0";TRUE
"PMC6488812";"31061618";"10.1016/j.jsps.2019.01.013";"oa_package/05/da/PMC6488812.tar.gz";"oa_pdf/05/da/main.PMC6488812.pdf";"2019";"research-article";"1319-0164";"2213-7475";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";TRUE
"PMC7359807";"32838995";"10.1016/j.jen.2020.07.006";"oa_package/87/6d/PMC7359807.tar.gz";NA;"2020";"research-article";"0099-1767";"1527-2966";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC7784063";"33361247";"10.9745/GHSP-D-20-00018";"oa_package/d8/ac/PMC7784063.tar.gz";NA;"2020";"research-article";NA;"2169-575X";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"10";"0";TRUE
"PMC4774020";"26932656";"10.1186/s12879-016-1409-2";"oa_package/14/10/PMC4774020.tar.gz";NA;"2016";"research-article";NA;"1471-2334";"FoR_1";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"10";"0";TRUE
"PMC6450245";"30971868";"10.5334/ijic.4215";"oa_package/37/6d/PMC6450245.tar.gz";NA;"2019";"research-article";NA;"1568-4156";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"12";"0";TRUE
"PMC4390580";"25681258";"10.1534/g3.115.017012";"oa_package/12/68/PMC4390580.tar.gz";NA;"2015";"research-article";NA;"2160-1836";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"1";"0";"2";"0";"0";"3";"0";"5";"0";TRUE
"PMC6380092";"28362054";"10.5301/ejo.5000952";"oa_package/fb/8d/PMC6380092.tar.gz";"oa_pdf/fb/8d/10.5301_ejo.5000952.PMC6380092.pdf";"2017";"research-article";"1120-6721";"1724-6016";"FoR_1";"1113";"1113 - Ophthalmology and Optometry";"2";"1";"1";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC5975658";"29843732";"10.1186/s12913-018-3228-1";"oa_package/fe/8c/PMC5975658.tar.gz";NA;"2018";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"2";"0";"0";"0";"0";"1";"0";"0";"2";"0";"12";"0";TRUE
"PMC6225942";"30429935";"10.5811/westjem.2018.8.38550";"oa_package/53/b3/PMC6225942.tar.gz";NA;"2018";"research-article";"1936-900X";"1936-9018";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"0";TRUE
"PMC3836706";"24277999";"10.1371/journal.pcbi.1003335";"oa_package/21/61/PMC3836706.tar.gz";NA;"2013";"research-article";"1553-734X";"1553-7358";"FoR_1";"0600";"0600 - Biological Sciences";"3";"1";"0";"0";"0";"1";"0";"0";"4";"0";"10";"0";TRUE
"PMC3322946";"22262318";"10.1038/bjc.2011.588";"oa_package/f3/af/PMC3322946.tar.gz";NA;"2012";"research-article";"0007-0920";"1532-1827";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"3";"0";"2";"0";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC6347401";"30687733";"10.1155/2014/960902";"oa_package/bc/60/PMC6347401.tar.gz";"oa_pdf/bc/60/nihms-1005608.PMC6347401.pdf";"2014";"research-article";NA;"2314-5420";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"3";"2";"1";"0";"0";"8";"0";TRUE
"PMC5846055";"29563815";"10.2147/IDR.S148648";"oa_package/a4/6f/PMC5846055.tar.gz";"oa_pdf/a4/6f/idr-11-345.PMC5846055.pdf";"2018";"research-article";NA;"1178-6973";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"3";"0";"0";"0";"1";"0";"0";"4";"0";"6";"0";TRUE
"PMC6142621";"30223803";"10.1186/s12913-018-3522-y";"oa_package/2e/77/PMC6142621.tar.gz";NA;"2018";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC2887462";"20585546";"10.1371/journal.pcbi.1000820";"oa_package/79/38/PMC2887462.tar.gz";NA;"2010";"research-article";"1553-734X";"1553-7358";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"7";"0";TRUE
"PMC3907024";"24088188";"10.1186/1471-2164-14-674";"oa_package/7f/ba/PMC3907024.tar.gz";NA;"2013";"research-article";NA;"1471-2164";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"6";"0";TRUE
"PMC4453962";"25647014";"10.1038/bjc.2015.8";"oa_package/3d/30/PMC4453962.tar.gz";"oa_pdf/3d/30/bjc20158a.PMC4453962.pdf";"2015";"research-article";"0007-0920";"1532-1827";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"6";"0";TRUE
"PMC3607949";"23153247";"10.1186/1471-2229-12-215";"oa_package/00/ef/PMC3607949.tar.gz";NA;"2012";"research-article";NA;"1471-2229";"FoR_1";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"4";"0";TRUE
"PMC4476797";"26098107";"10.1371/journal.pone.0130079";"oa_package/09/85/PMC4476797.tar.gz";NA;"2015";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"16";"0";TRUE
"PMC4369753";"26225220";"10.1002/psp4.5";"oa_package/77/f9/PMC4369753.tar.gz";"oa_pdf/77/f9/psp40004-e00005.PMC4369753.pdf";"2015";"research-article";NA;"2163-8306";"FoR_2";"1116";"1116 - Medical Physiology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";TRUE
"PMC6214028";"30340407";"10.3390/ijms19103223";"oa_package/01/a7/PMC6214028.tar.gz";NA;"2018";"research-article";NA;"1422-0067";"FoR_1";"0604";"0604 - Genetics";"1";"0";"0";"0";"0";"1";"0";"0";"8";"0";"14";"0";TRUE
"PMC3317367";"22679581";"10.5598/imafungus.2011.02.01.01";"oa_package/0a/93/PMC3317367.tar.gz";"oa_pdf/0a/93/ima-2-1.PMC3317367.pdf";"2011";"research-article";"2210-6340";"2210-6359";"FoR_1";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"3";"0";TRUE
"PMC6274945";"30384437";"10.3390/ijms19113412";"oa_package/36/bd/PMC6274945.tar.gz";NA;"2018";"research-article";NA;"1422-0067";"FoR_1";"0604";"0604 - Genetics";"2";"2";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC3815626";"24148218";"10.1186/1475-2840-12-154";"oa_package/2d/f3/PMC3815626.tar.gz";NA;"2013";"research-article";NA;"1475-2840";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC4224692";"25366901";"10.1186/s12913-014-0522-4";"oa_package/71/9c/PMC4224692.tar.gz";NA;"2014";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC3671211";"23718700";"10.1186/1710-1492-9-18";"oa_package/a1/8e/PMC3671211.tar.gz";NA;"2013";"research-article";"1710-1484";"1710-1492";"FoR_1";"1107";"1107 - Immunology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC6439488";"30976301";"10.1111/eva.12731";"oa_package/9e/19/PMC6439488.tar.gz";NA;"2019";"research-article";NA;"1752-4571";"FoR_1";"0603";"0603 - Evolutionary Biology";"0";"0";"0";"0";"0";"1";"0";"1";"3";"0";"10";"0";TRUE
"PMC3815010";"23945570";"10.1097/INF.0b013e31829ff790";"oa_package/de/10/PMC3815010.tar.gz";"oa_pdf/de/10/inf-32-S12.PMC3815010.pdf";"2013";"research-article";"0891-3668";"1532-0987";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC7540584";"32677048";"10.1002/pd.5797";"oa_package/0f/40/PMC7540584.tar.gz";"oa_pdf/0f/40/PD-40-1321.PMC7540584.pdf";"2020";"research-article";"0197-3851";"1097-0223";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"7";"0";TRUE
"PMC4016036";"24088532";"10.1186/1756-0381-6-16";"oa_package/bb/98/PMC4016036.tar.gz";NA;"2013";"research-article";NA;"1756-0381";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"7";"0";TRUE
"PMC4459900";"25665458";"10.1016/j.yjmcc.2015.02.004";"oa_package/76/88/PMC4459900.tar.gz";"oa_pdf/76/88/nihms662258.PMC4459900.pdf";"2015";"research-article";"0022-2828";"1095-8584";"FoR_2";"1116";"1116 - Medical Physiology";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"24";"0";TRUE
"PMC6339912";"30692926";"10.3389/fphar.2018.01570";"oa_package/5d/08/PMC6339912.tar.gz";NA;"2019";"research-article";NA;"1663-9812";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"1";"0";"0";"0";"1";"0";"0";"6";"0";"4";"0";TRUE
"PMC5303712";"28243200";"10.3389/fnagi.2017.00023";"oa_package/ba/9f/PMC5303712.tar.gz";NA;"2017";"research-article";NA;"1663-4365";"FoR_2";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"5";"1";"10";"0";TRUE
"PMC4532861";"26294976";"10.1155/2015/975934";"oa_package/f4/7a/PMC4532861.tar.gz";NA;"2015";"research-article";"2090-214X";"2090-2158";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"7";"0";TRUE
"PMC3700522";"23824132";"10.1093/jrr/rrt070";"oa_package/ad/e2/PMC3700522.tar.gz";NA;"2013";"research-article";"0449-3060";"1349-9157";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"3";"0";TRUE
"PMC7166927";"21678451";"10.1002/jmv.22125";"oa_package/de/f5/PMC7166927.tar.gz";NA;"2011";"research-article";"0146-6615";"1096-9071";"FoR_1";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC5019934";"27651818";"10.1155/2016/4561674";"oa_package/63/0d/PMC5019934.tar.gz";NA;"2016";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"5";"0";"0";"0";"1";"0";"0";"2";"0";"3";"0";TRUE
"PMC5480160";"28637473";"10.1186/s12913-017-2388-8";"oa_package/23/c4/PMC5480160.tar.gz";NA;"2017";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"16";"0";TRUE
"PMC4719576";"26791569";"10.1186/s12884-015-0780-0";"oa_package/05/d1/PMC4719576.tar.gz";NA;"2016";"research-article";NA;"1471-2393";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"13";"0";TRUE
"PMC4210484";"25339604";"10.1186/1471-2261-14-147";"oa_package/b2/44/PMC4210484.tar.gz";NA;"2014";"research-article";NA;"1471-2261";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"5";"0";TRUE
"PMC5567431";"28830443";"10.1186/s12877-017-0584-3";"oa_package/72/94/PMC5567431.tar.gz";NA;"2017";"research-article";NA;"1471-2318";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC7118832";"32241270";"10.1186/s12920-020-0683-4";"oa_package/3c/52/PMC7118832.tar.gz";NA;"2020";"research-article";NA;"1755-8794";"FoR_2";"1101";"1101 - Medical Biochemistry and Metabolomics";"1";"0";"0";"0";"0";"1";"0";"0";"4";"0";"6";"0";TRUE
"PMC5374021";"28192394";"10.1038/nn.4498";"oa_package/4a/3e/PMC5374021.tar.gz";NA;"2017";"research-article";"1097-6256";"1546-1726";"FoR_1";"1109";"1109 - Neurosciences";"0";"1";"1";"0";"0";"3";"0";"1";"0";"1";"21";"0";TRUE
"PMC3018397";"21143920";"10.1186/1471-2156-11-108";"oa_package/f2/26/PMC3018397.tar.gz";NA;"2010";"research-article";NA;"1471-2156";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"8";"0";"7";"0";TRUE
"PMC3899617";"24433285";"10.1186/1745-6215-15-26";"oa_package/15/fb/PMC3899617.tar.gz";NA;"2014";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC6332597";"30642369";"10.1186/s13049-019-0585-7";"oa_package/2d/3e/PMC6332597.tar.gz";NA;"2019";"research-article";NA;"1757-7241";"FoR_1";"1110";"1110 - Nursing";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"4";"0";TRUE
"PMC3710192";"23849217";"10.1186/2049-9957-1-5";"oa_package/f6/35/PMC3710192.tar.gz";NA;"2012";"research-article";"2095-5162";"2049-9957";"FoR_1";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"3";"1";"12";"0";TRUE
"PMC4624600";"26507739";"10.1186/s12875-015-0350-6";"oa_package/8a/f3/PMC4624600.tar.gz";NA;"2015";"research-article";NA;"1471-2296";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC3002314";"21114830";"10.1186/1752-0509-4-163";"oa_package/20/24/PMC3002314.tar.gz";NA;"2010";"research-article";NA;"1752-0509";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"14";"0";TRUE
"PMC3649747";"23691300";"10.1155/2013/469070";"oa_package/d3/4b/PMC3649747.tar.gz";NA;"2013";"research-article";"2090-1429";"2090-1437";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"2";"0";"1";"0";"7";"0";TRUE
"PMC7343348";"32639971";"10.1371/journal.pone.0235231";"oa_package/40/7a/PMC7343348.tar.gz";NA;"2020";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"13";"0";TRUE
"PMC3417514";"22919647";"10.3389/fcimb.2012.00056";"oa_package/93/9d/PMC3417514.tar.gz";"oa_pdf/93/9d/fcimb-02-00056.PMC3417514.pdf";"2012";"research-article";NA;"2235-2988";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"13";"0";TRUE
"PMC4825100";"26847388";"10.1017/S0007114515005322";"oa_package/bf/16/PMC4825100.tar.gz";NA;"2016";"research-article";"0007-1145";"1475-2662";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC6337851";"30654793";"10.1186/s12906-018-2427-y";"oa_package/e7/28/PMC6337851.tar.gz";NA;"2019";"research-article";NA;"1472-6882";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"1";"4";"0";"0";"0";"1";"0";"0";"2";"0";"9";"0";TRUE
"PMC3487981";"22831548";"10.1186/1471-2261-12-56";"oa_package/82/d4/PMC3487981.tar.gz";NA;"2012";"research-article";NA;"1471-2261";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC4109181";"24473804";"10.1590/0074-0276130454";"oa_package/10/16/PMC4109181.tar.gz";"oa_pdf/10/16/0074-0276-mioc-108-s1-0063.PMC4109181.pdf";"2013";"research-article";"0074-0276";"1678-8060";"FoR_1";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC3805952";"24167476";"10.3389/fnbeh.2013.00135";"oa_package/d7/43/PMC3805952.tar.gz";NA;"2013";"research-article";NA;"1662-5153";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"3";"1";"0";"9";"0";"17";"0";TRUE
"PMC5726896";"29155430";"10.1038/nchembio.2521";"oa_package/47/45/PMC5726896.tar.gz";NA;"2018";"research-article";"1552-4450";"1552-4469";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"1";"0";"0";"0";"1";"2";"0";"1";"0";"0";"21";"0";TRUE
"PMC7262107";"32298035";"10.1002/hed.26171";"oa_package/32/ff/PMC7262107.tar.gz";NA;"2020";"research-article";"1043-3074";"1097-0347";"FoR_1";"1105";"1105 - Dentistry";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"0";TRUE
